path,x,y,zoom,col
aachen_000065_000019_leftImg8bit.png,1702.0,270.0,0.5,r
aachen_000065_000019_leftImg8bit.png,136.0,288.0,0.25,r
aachen_000065_000019_leftImg8bit.png,1466.0,306.0,0.5,r
aachen_000065_000019_leftImg8bit.png,1512.0,308.0,0.5,r
aachen_000065_000019_leftImg8bit.png,1536.0,308.0,0.5,r
aachen_000065_000019_leftImg8bit.png,692.0,424.0,0.5,r
aachen_000065_000019_leftImg8bit.png,724.0,424.0,0.5,r
aachen_000065_000019_leftImg8bit.png,768.0,424.0,0.5,r
aachen_000065_000019_leftImg8bit.png,1474.0,300.0,0.5,g
aachen_000065_000019_leftImg8bit.png,1388.0,302.0,0.5,g
aachen_000065_000019_leftImg8bit.png,1424.0,302.0,0.5,g
aachen_000065_000019_leftImg8bit.png,1518.0,322.0,0.5,g
aachen_000065_000019_leftImg8bit.png,1340.0,176.0,0.25,r
aachen_000065_000019_leftImg8bit.png,1700.0,264.0,0.25,r
aachen_000065_000019_leftImg8bit.png,1484.0,304.0,0.25,r
aachen_000065_000019_leftImg8bit.png,724.0,428.0,0.25,r
aachen_000069_000019_leftImg8bit.png,1058.0,256.0,0.5,g
aachen_000069_000019_leftImg8bit.png,690.0,382.0,0.5,g
aachen_000069_000019_leftImg8bit.png,1198.0,382.0,0.5,g
aachen_000069_000019_leftImg8bit.png,1066.0,400.0,0.5,g
aachen_000071_000019_leftImg8bit.png,560.0,454.0,0.5,r
aachen_000071_000019_leftImg8bit.png,870.0,476.0,0.5,r
aachen_000071_000019_leftImg8bit.png,684.0,478.0,0.5,r
aachen_000071_000019_leftImg8bit.png,872.0,492.0,0.5,r
aachen_000071_000019_leftImg8bit.png,266.0,540.0,0.5,r
aachen_000071_000019_leftImg8bit.png,708.0,244.0,0.5,g
aachen_000071_000019_leftImg8bit.png,988.0,380.0,0.5,g
aachen_000071_000019_leftImg8bit.png,148.0,466.0,0.5,g
aachen_000071_000019_leftImg8bit.png,564.0,460.0,0.25,r
aachen_000071_000019_leftImg8bit.png,872.0,484.0,0.25,r
aachen_000071_000019_leftImg8bit.png,676.0,488.0,0.25,r
aachen_000071_000019_leftImg8bit.png,272.0,540.0,0.25,r
aachen_000071_000019_leftImg8bit.png,712.0,248.0,0.25,g
aachen_000071_000019_leftImg8bit.png,680.0,480.0,0.125,r
aachen_000071_000019_leftImg8bit.png,872.0,480.0,0.125,r
aachen_000072_000019_leftImg8bit.png,1174.0,404.0,0.5,r
aachen_000072_000019_leftImg8bit.png,1002.0,462.0,0.5,r
aachen_000072_000019_leftImg8bit.png,1100.0,464.0,0.25,r
aachen_000072_000019_leftImg8bit.png,1194.0,388.0,0.5,g
aachen_000072_000019_leftImg8bit.png,1004.0,460.0,0.25,r
aachen_000074_000019_leftImg8bit.png,406.0,422.0,0.5,r
aachen_000074_000019_leftImg8bit.png,544.0,424.0,0.25,r
aachen_000074_000019_leftImg8bit.png,1532.0,458.0,0.5,r
aachen_000074_000019_leftImg8bit.png,1614.0,458.0,0.5,r
aachen_000074_000019_leftImg8bit.png,1336.0,338.0,0.5,g
aachen_000074_000019_leftImg8bit.png,1614.0,466.0,0.5,g
aachen_000080_000019_leftImg8bit.png,2004.0,228.0,0.25,g
aachen_000081_000019_leftImg8bit.png,1302.0,342.0,0.5,r
aachen_000081_000019_leftImg8bit.png,672.0,350.0,0.5,r
aachen_000081_000019_leftImg8bit.png,1380.0,408.0,0.5,r
aachen_000081_000019_leftImg8bit.png,1658.0,440.0,0.5,r
aachen_000081_000019_leftImg8bit.png,1660.0,468.0,0.5,r
aachen_000081_000019_leftImg8bit.png,1746.0,574.0,0.5,r
aachen_000081_000019_leftImg8bit.png,1760.0,544.0,0.0625,r
aachen_000084_000019_leftImg8bit.png,1508.0,258.0,0.5,r
aachen_000084_000019_leftImg8bit.png,282.0,266.0,0.5,r
aachen_000084_000019_leftImg8bit.png,1698.0,302.0,0.5,r
aachen_000084_000019_leftImg8bit.png,192.0,480.0,0.25,r
aachen_000084_000019_leftImg8bit.png,1264.0,518.0,0.5,r
aachen_000084_000019_leftImg8bit.png,1268.0,1020.0,0.25,r
aachen_000084_000019_leftImg8bit.png,1288.0,498.0,0.5,g
aachen_000084_000019_leftImg8bit.png,1490.0,506.0,0.5,g
aachen_000084_000019_leftImg8bit.png,1270.0,516.0,0.5,g
aachen_000084_000019_leftImg8bit.png,1696.0,300.0,0.25,r
aachen_000084_000019_leftImg8bit.png,1272.0,504.0,0.125,r
aachen_000084_000019_leftImg8bit.png,1496.0,512.0,0.125,r
aachen_000103_000019_leftImg8bit.png,684.0,292.0,0.5,r
aachen_000103_000019_leftImg8bit.png,1384.0,376.0,0.5,r
aachen_000103_000019_leftImg8bit.png,1308.0,378.0,0.5,r
aachen_000103_000019_leftImg8bit.png,1848.0,516.0,0.5,r
aachen_000103_000019_leftImg8bit.png,296.0,74.0,0.5,g
aachen_000103_000019_leftImg8bit.png,318.0,250.0,0.5,g
aachen_000103_000019_leftImg8bit.png,296.0,282.0,0.5,g
aachen_000103_000019_leftImg8bit.png,320.0,282.0,0.5,g
aachen_000103_000019_leftImg8bit.png,420.0,394.0,0.5,g
aachen_000103_000019_leftImg8bit.png,304.0,72.0,0.25,g
aachen_000105_000019_leftImg8bit.png,1988.0,328.0,0.5,r
aachen_000105_000019_leftImg8bit.png,1670.0,378.0,0.5,r
aachen_000105_000019_leftImg8bit.png,936.0,386.0,0.5,r
aachen_000105_000019_leftImg8bit.png,842.0,450.0,0.5,r
aachen_000105_000019_leftImg8bit.png,1002.0,450.0,0.5,r
aachen_000105_000019_leftImg8bit.png,1464.0,468.0,0.5,r
aachen_000105_000019_leftImg8bit.png,1382.0,6.0,0.5,g
aachen_000105_000019_leftImg8bit.png,856.0,250.0,0.5,g
aachen_000105_000019_leftImg8bit.png,778.0,252.0,0.5,g
aachen_000105_000019_leftImg8bit.png,758.0,264.0,0.5,g
aachen_000105_000019_leftImg8bit.png,512.0,298.0,0.5,g
aachen_000105_000019_leftImg8bit.png,868.0,276.0,0.25,r
aachen_000105_000019_leftImg8bit.png,932.0,388.0,0.25,r
aachen_000105_000019_leftImg8bit.png,1004.0,444.0,0.25,r
aachen_000105_000019_leftImg8bit.png,1468.0,472.0,0.25,r
aachen_000105_000019_leftImg8bit.png,516.0,300.0,0.25,g
aachen_000105_000019_leftImg8bit.png,848.0,272.0,0.125,r
aachen_000115_000019_leftImg8bit.png,1890.0,118.0,0.5,r
aachen_000115_000019_leftImg8bit.png,1744.0,302.0,0.5,r
aachen_000115_000019_leftImg8bit.png,410.0,318.0,0.5,r
aachen_000115_000019_leftImg8bit.png,390.0,322.0,0.5,r
aachen_000115_000019_leftImg8bit.png,320.0,422.0,0.5,r
aachen_000115_000019_leftImg8bit.png,1462.0,510.0,0.5,r
aachen_000115_000019_leftImg8bit.png,1052.0,516.0,0.5,r
aachen_000115_000019_leftImg8bit.png,1466.0,552.0,0.5,r
aachen_000115_000019_leftImg8bit.png,1048.0,558.0,0.5,r
aachen_000115_000019_leftImg8bit.png,1060.0,1012.0,0.25,r
aachen_000115_000019_leftImg8bit.png,1892.0,124.0,0.25,r
aachen_000115_000019_leftImg8bit.png,1748.0,300.0,0.25,r
aachen_000115_000019_leftImg8bit.png,1076.0,420.0,0.25,r
aachen_000115_000019_leftImg8bit.png,1464.0,504.0,0.25,r
aachen_000115_000019_leftImg8bit.png,1056.0,512.0,0.25,r
aachen_000115_000019_leftImg8bit.png,1468.0,548.0,0.25,r
aachen_000115_000019_leftImg8bit.png,1052.0,552.0,0.25,r
aachen_000115_000019_leftImg8bit.png,1064.0,480.0,0.25,g
aachen_000115_000019_leftImg8bit.png,1472.0,552.0,0.125,r
aachen_000116_000019_leftImg8bit.png,1460.0,330.0,0.5,r
aachen_000116_000019_leftImg8bit.png,1422.0,334.0,0.5,r
aachen_000116_000019_leftImg8bit.png,342.0,488.0,0.5,r
aachen_000120_000019_leftImg8bit.png,932.0,484.0,0.5,r
aachen_000120_000019_leftImg8bit.png,1068.0,484.0,0.25,r
aachen_000120_000019_leftImg8bit.png,1076.0,1020.0,0.5,r
aachen_000120_000019_leftImg8bit.png,932.0,480.0,0.25,r
aachen_000122_000019_leftImg8bit.png,996.0,244.0,0.5,r
aachen_000122_000019_leftImg8bit.png,1142.0,358.0,0.5,r
aachen_000122_000019_leftImg8bit.png,522.0,364.0,0.5,r
aachen_000122_000019_leftImg8bit.png,746.0,410.0,0.5,r
aachen_000122_000019_leftImg8bit.png,892.0,440.0,0.5,r
aachen_000122_000019_leftImg8bit.png,1642.0,446.0,0.5,r
aachen_000122_000019_leftImg8bit.png,842.0,462.0,0.5,r
aachen_000122_000019_leftImg8bit.png,1064.0,470.0,0.5,r
aachen_000122_000019_leftImg8bit.png,1688.0,474.0,0.5,r
aachen_000127_000019_leftImg8bit.png,1576.0,24.0,0.5,r
aachen_000127_000019_leftImg8bit.png,1330.0,276.0,0.5,r
aachen_000127_000019_leftImg8bit.png,656.0,350.0,0.5,r
aachen_000127_000019_leftImg8bit.png,790.0,400.0,0.5,r
aachen_000127_000019_leftImg8bit.png,828.0,402.0,0.5,r
aachen_000127_000019_leftImg8bit.png,668.0,40.0,0.5,g
aachen_000127_000019_leftImg8bit.png,256.0,278.0,0.5,g
aachen_000127_000019_leftImg8bit.png,464.0,466.0,0.5,g
aachen_000127_000019_leftImg8bit.png,670.0,494.0,0.5,g
aachen_000127_000019_leftImg8bit.png,668.0,40.0,0.25,r
aachen_000127_000019_leftImg8bit.png,1332.0,280.0,0.25,r
aachen_000128_000019_leftImg8bit.png,992.0,288.0,0.5,r
aachen_000128_000019_leftImg8bit.png,1260.0,382.0,0.5,r
aachen_000128_000019_leftImg8bit.png,914.0,388.0,0.5,r
aachen_000128_000019_leftImg8bit.png,1006.0,412.0,0.5,r
aachen_000128_000019_leftImg8bit.png,836.0,414.0,0.5,r
aachen_000128_000019_leftImg8bit.png,934.0,418.0,0.5,r
aachen_000128_000019_leftImg8bit.png,910.0,436.0,0.5,r
aachen_000128_000019_leftImg8bit.png,1874.0,452.0,0.5,r
aachen_000131_000019_leftImg8bit.png,668.0,368.0,0.5,r
aachen_000131_000019_leftImg8bit.png,582.0,406.0,0.5,r
aachen_000131_000019_leftImg8bit.png,910.0,430.0,0.5,r
aachen_000131_000019_leftImg8bit.png,884.0,432.0,0.5,r
aachen_000131_000019_leftImg8bit.png,1096.0,448.0,0.5,r
aachen_000131_000019_leftImg8bit.png,1644.0,452.0,0.5,r
aachen_000131_000019_leftImg8bit.png,1230.0,456.0,0.5,r
aachen_000131_000019_leftImg8bit.png,1160.0,460.0,0.5,r
aachen_000131_000019_leftImg8bit.png,1062.0,464.0,0.5,r
aachen_000131_000019_leftImg8bit.png,1200.0,474.0,0.5,r
aachen_000131_000019_leftImg8bit.png,1314.0,488.0,0.5,r
aachen_000131_000019_leftImg8bit.png,1484.0,490.0,0.5,r
aachen_000131_000019_leftImg8bit.png,940.0,250.0,0.5,g
aachen_000131_000019_leftImg8bit.png,1078.0,378.0,0.5,g
aachen_000131_000019_leftImg8bit.png,678.0,392.0,0.5,g
aachen_000131_000019_leftImg8bit.png,1156.0,460.0,0.25,r
aachen_000131_000019_leftImg8bit.png,1228.0,460.0,0.25,r
aachen_000138_000019_leftImg8bit.png,1006.0,332.0,0.5,r
aachen_000138_000019_leftImg8bit.png,1794.0,450.0,0.5,r
aachen_000138_000019_leftImg8bit.png,1850.0,536.0,0.5,r
aachen_000138_000019_leftImg8bit.png,1918.0,558.0,0.5,r
aachen_000138_000019_leftImg8bit.png,880.0,284.0,0.5,g
aachen_000138_000019_leftImg8bit.png,908.0,286.0,0.5,g
aachen_000138_000019_leftImg8bit.png,1388.0,300.0,0.5,g
aachen_000138_000019_leftImg8bit.png,1406.0,300.0,0.5,g
aachen_000138_000019_leftImg8bit.png,700.0,394.0,0.5,g
aachen_000138_000019_leftImg8bit.png,1954.0,468.0,0.5,g
aachen_000138_000019_leftImg8bit.png,1748.0,476.0,0.5,g
aachen_000138_000019_leftImg8bit.png,1452.0,494.0,0.5,g
aachen_000138_000019_leftImg8bit.png,1746.0,512.0,0.5,g
aachen_000138_000019_leftImg8bit.png,1880.0,424.0,0.25,r
aachen_000138_000019_leftImg8bit.png,1860.0,532.0,0.25,r
aachen_000138_000019_leftImg8bit.png,1456.0,476.0,0.25,g
aachen_000138_000019_leftImg8bit.png,1736.0,488.0,0.25,g
aachen_000138_000019_leftImg8bit.png,1392.0,304.0,0.125,r
aachen_000138_000019_leftImg8bit.png,1448.0,480.0,0.125,r
aachen_000139_000019_leftImg8bit.png,2004.0,410.0,0.5,r
aachen_000139_000019_leftImg8bit.png,2002.0,432.0,0.5,r
aachen_000141_000019_leftImg8bit.png,66.0,220.0,0.5,r
aachen_000141_000019_leftImg8bit.png,60.0,216.0,0.25,r
aachen_000143_000019_leftImg8bit.png,2008.0,326.0,0.5,r
aachen_000143_000019_leftImg8bit.png,482.0,560.0,0.5,r
aachen_000143_000019_leftImg8bit.png,364.0,564.0,0.5,r
aachen_000143_000019_leftImg8bit.png,480.0,556.0,0.25,r
aachen_000143_000019_leftImg8bit.png,364.0,560.0,0.25,r
aachen_000144_000019_leftImg8bit.png,1220.0,400.0,0.5,r
aachen_000144_000019_leftImg8bit.png,1088.0,450.0,0.5,r
aachen_000144_000019_leftImg8bit.png,1044.0,452.0,0.5,r
aachen_000144_000019_leftImg8bit.png,1528.0,180.0,0.25,g
aachen_000150_000019_leftImg8bit.png,750.0,406.0,0.5,r
aachen_000150_000019_leftImg8bit.png,774.0,420.0,0.5,r
aachen_000150_000019_leftImg8bit.png,812.0,420.0,0.5,r
aachen_000150_000019_leftImg8bit.png,164.0,4.0,0.5,g
aachen_000150_000019_leftImg8bit.png,162.0,38.0,0.5,g
aachen_000151_000019_leftImg8bit.png,1032.0,422.0,0.5,r
aachen_000151_000019_leftImg8bit.png,1078.0,422.0,0.5,r
aachen_000170_000019_leftImg8bit.png,1556.0,224.0,0.5,r
aachen_000170_000019_leftImg8bit.png,1578.0,234.0,0.5,r
aachen_000170_000019_leftImg8bit.png,910.0,382.0,0.5,r
aachen_000170_000019_leftImg8bit.png,1010.0,478.0,0.5,r
aachen_000170_000019_leftImg8bit.png,1218.0,486.0,0.5,r
aachen_000170_000019_leftImg8bit.png,1028.0,608.0,0.5,r
aachen_000170_000019_leftImg8bit.png,1186.0,614.0,0.5,r
aachen_000170_000019_leftImg8bit.png,298.0,296.0,0.5,g
aachen_000170_000019_leftImg8bit.png,1326.0,336.0,0.5,g
aachen_000170_000019_leftImg8bit.png,1018.0,454.0,0.5,g
aachen_000170_000019_leftImg8bit.png,1218.0,478.0,0.5,g
aachen_000170_000019_leftImg8bit.png,1220.0,480.0,0.25,r
aachen_000170_000019_leftImg8bit.png,1184.0,616.0,0.25,r
aachen_000170_000019_leftImg8bit.png,1008.0,464.0,0.125,r
aachen_000172_000019_leftImg8bit.png,1076.0,244.0,0.5,r
aachen_000172_000019_leftImg8bit.png,672.0,344.0,0.5,r
aachen_000172_000019_leftImg8bit.png,722.0,378.0,0.5,r
aachen_000172_000019_leftImg8bit.png,870.0,410.0,0.5,r
aachen_000172_000019_leftImg8bit.png,1366.0,422.0,0.5,r
aachen_000172_000019_leftImg8bit.png,800.0,436.0,0.5,r
aachen_000172_000019_leftImg8bit.png,1144.0,452.0,0.25,r
aachen_000172_000019_leftImg8bit.png,840.0,502.0,0.5,r
aachen_000172_000019_leftImg8bit.png,824.0,452.0,0.25,r
aachen_000172_000019_leftImg8bit.png,516.0,492.0,0.25,r
bochum_000000_000313_leftImg8bit.png,1364.0,6.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1424.0,6.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1932.0,6.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1976.0,6.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1506.0,302.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1528.0,302.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1842.0,312.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1868.0,312.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1868.0,332.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1528.0,348.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1866.0,364.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1840.0,366.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1502.0,380.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1840.0,390.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1864.0,392.0,0.5,r
bochum_000000_000313_leftImg8bit.png,1904.0,6.0,0.5,g
bochum_000000_000313_leftImg8bit.png,1158.0,314.0,0.5,g
bochum_000000_000313_leftImg8bit.png,1048.0,372.0,0.5,g
bochum_000000_000313_leftImg8bit.png,1060.0,1020.0,0.5,g
bochum_000000_000313_leftImg8bit.png,1504.0,376.0,0.25,r
bochum_000000_000313_leftImg8bit.png,1844.0,388.0,0.25,r
bochum_000000_000885_leftImg8bit.png,1570.0,6.0,0.5,r
bochum_000000_000885_leftImg8bit.png,1614.0,6.0,0.5,r
bochum_000000_000885_leftImg8bit.png,1024.0,470.0,0.5,r
bochum_000000_000885_leftImg8bit.png,1238.0,470.0,0.5,r
bochum_000000_000885_leftImg8bit.png,1210.0,472.0,0.5,r
bochum_000000_000885_leftImg8bit.png,1052.0,486.0,0.5,r
bochum_000000_000885_leftImg8bit.png,1252.0,966.0,0.5,r
bochum_000000_000885_leftImg8bit.png,1020.0,468.0,0.25,r
bochum_000000_000885_leftImg8bit.png,1236.0,468.0,0.25,r
bochum_000000_000885_leftImg8bit.png,1720.0,16.0,0.125,r
bochum_000000_000885_leftImg8bit.png,1224.0,480.0,0.125,r
bochum_000000_001097_leftImg8bit.png,2020.0,6.0,0.5,r
bochum_000000_001097_leftImg8bit.png,1220.0,42.0,0.5,r
bochum_000000_001097_leftImg8bit.png,1244.0,248.0,0.5,r
bochum_000000_001097_leftImg8bit.png,1564.0,260.0,0.25,r
bochum_000000_001097_leftImg8bit.png,1246.0,334.0,0.5,r
bochum_000000_001097_leftImg8bit.png,1486.0,368.0,0.5,r
bochum_000000_001097_leftImg8bit.png,1510.0,368.0,0.5,r
bochum_000000_001097_leftImg8bit.png,1554.0,422.0,0.5,r
bochum_000000_001097_leftImg8bit.png,1426.0,986.0,0.5,r
bochum_000000_001097_leftImg8bit.png,1582.0,996.0,0.5,r
bochum_000000_001097_leftImg8bit.png,1754.0,6.0,0.5,g
bochum_000000_001097_leftImg8bit.png,550.0,326.0,0.5,g
bochum_000000_001097_leftImg8bit.png,1558.0,420.0,0.5,g
bochum_000000_001097_leftImg8bit.png,1248.0,328.0,0.25,r
bochum_000000_001097_leftImg8bit.png,1256.0,264.0,0.125,r
bochum_000000_001097_leftImg8bit.png,1288.0,296.0,0.125,g
bochum_000000_001828_leftImg8bit.png,762.0,330.0,0.5,r
bochum_000000_001828_leftImg8bit.png,788.0,330.0,0.5,r
bochum_000000_001828_leftImg8bit.png,1540.0,4.0,0.5,g
bochum_000000_001828_leftImg8bit.png,1374.0,6.0,0.5,g
bochum_000000_001828_leftImg8bit.png,1202.0,142.0,0.5,g
bochum_000000_001828_leftImg8bit.png,1506.0,312.0,0.5,g
bochum_000000_001828_leftImg8bit.png,824.0,410.0,0.5,g
bochum_000000_002562_leftImg8bit.png,1822.0,4.0,0.5,r
bochum_000000_002562_leftImg8bit.png,946.0,6.0,0.5,r
bochum_000000_002562_leftImg8bit.png,1374.0,6.0,0.5,r
bochum_000000_002562_leftImg8bit.png,2046.0,6.0,0.5,r
bochum_000000_002562_leftImg8bit.png,834.0,376.0,0.5,r
bochum_000000_002562_leftImg8bit.png,366.0,386.0,0.5,r
bochum_000000_002562_leftImg8bit.png,58.0,390.0,0.5,r
bochum_000000_002562_leftImg8bit.png,838.0,440.0,0.5,r
bochum_000000_002562_leftImg8bit.png,576.0,444.0,0.5,r
bochum_000000_002562_leftImg8bit.png,840.0,490.0,0.5,r
bochum_000000_002562_leftImg8bit.png,942.0,434.0,0.5,g
bochum_000000_002562_leftImg8bit.png,924.0,454.0,0.5,g
bochum_000000_002562_leftImg8bit.png,886.0,466.0,0.5,g
bochum_000000_002562_leftImg8bit.png,708.0,332.0,0.25,r
bochum_000000_002562_leftImg8bit.png,928.0,440.0,0.25,r
bochum_000000_002562_leftImg8bit.png,844.0,484.0,0.25,r
bochum_000000_002562_leftImg8bit.png,948.0,476.0,0.25,g
bochum_000000_002562_leftImg8bit.png,856.0,456.0,0.125,r
bochum_000000_002562_leftImg8bit.png,536.0,464.0,0.125,r
bochum_000000_002562_leftImg8bit.png,880.0,480.0,0.0625,r
bochum_000000_003005_leftImg8bit.png,1534.0,6.0,0.5,g
bochum_000000_003005_leftImg8bit.png,1918.0,6.0,0.5,g
bochum_000000_003005_leftImg8bit.png,2042.0,6.0,0.5,g
bochum_000000_005537_leftImg8bit.png,1026.0,6.0,0.5,r
bochum_000000_005537_leftImg8bit.png,1454.0,6.0,0.5,r
bochum_000000_005537_leftImg8bit.png,1484.0,6.0,0.5,r
bochum_000000_005537_leftImg8bit.png,1590.0,6.0,0.5,r
bochum_000000_005537_leftImg8bit.png,1984.0,6.0,0.5,r
bochum_000000_005537_leftImg8bit.png,704.0,382.0,0.5,r
bochum_000000_005537_leftImg8bit.png,704.0,404.0,0.5,r
bochum_000000_005537_leftImg8bit.png,1242.0,406.0,0.5,r
bochum_000000_005537_leftImg8bit.png,1176.0,412.0,0.5,r
bochum_000000_005537_leftImg8bit.png,1460.0,4.0,0.5,g
bochum_000000_005537_leftImg8bit.png,1998.0,6.0,0.5,g
bochum_000000_005537_leftImg8bit.png,1864.0,12.0,0.25,r
bochum_000000_005537_leftImg8bit.png,1240.0,408.0,0.25,r
bochum_000000_005936_leftImg8bit.png,1124.0,6.0,0.5,r
