seq,is_true,is_ignore,path,x0,x1,y0,y1,col
3,False,False,aachen_000065_000019_rF_00003.png,1477.0,1455.0,298.5,356.0,r
4,False,False,aachen_000065_000019_rF_00004.png,1523.0,1501.0,300.5,358.0,r
5,False,False,aachen_000065_000019_rF_00005.png,1547.0,1525.0,300.5,358.0,r
6,False,False,aachen_000065_000019_rF_00006.png,703.0,681.0,416.5,474.0,r
7,False,False,aachen_000065_000019_rF_00007.png,735.0,713.0,416.5,474.0,r
8,False,False,aachen_000065_000019_rF_00008.png,779.0,757.0,416.5,474.0,r
9,False,False,aachen_000065_000019_gF_00009.png,1485.0,1463.0,250.0,307.5,g
10,False,False,aachen_000065_000019_gF_00010.png,1399.0,1377.0,252.0,309.5,g
11,False,False,aachen_000065_000019_gF_00011.png,1435.0,1413.0,252.0,309.5,g
12,False,False,aachen_000065_000019_gF_00012.png,1529.0,1507.0,272.0,329.5,g
13,False,False,aachen_000065_000019_rF_00013.png,1356.5,1323.5,164.75,251.0,r
14,True,False,aachen_000065_000019_rT_00014.png,1716.5,1683.5,252.75,339.0,r
15,False,False,aachen_000065_000019_rF_00015.png,1500.5,1467.5,292.75,379.0,r
16,False,False,aachen_000065_000019_rF_00016.png,740.5,707.5,416.75,503.0,r
0,False,False,aachen_000069_000019_gF_00000.png,1069.0,1047.0,206.0,263.5,g
1,False,True,aachen_000069_000019_gi_00001.png,701.0,679.0,332.0,389.5,g
2,False,False,aachen_000069_000019_gF_00002.png,1209.0,1187.0,332.0,389.5,g
3,False,False,aachen_000069_000019_gF_00003.png,1077.0,1055.0,350.0,407.5,g
0,False,False,aachen_000071_000019_rF_00000.png,571.0,549.0,446.5,504.0,r
1,False,False,aachen_000071_000019_rF_00001.png,881.0,859.0,468.5,526.0,r
2,False,False,aachen_000071_000019_rF_00002.png,695.0,673.0,470.5,528.0,r
3,False,False,aachen_000071_000019_rF_00003.png,883.0,861.0,484.5,542.0,r
4,False,False,aachen_000071_000019_rF_00004.png,277.0,255.0,532.5,590.0,r
5,False,True,aachen_000071_000019_gi_00005.png,719.0,697.0,194.0,251.5,g
6,False,True,aachen_000071_000019_gi_00006.png,999.0,977.0,330.0,387.5,g
7,False,False,aachen_000071_000019_gF_00007.png,159.0,137.0,416.0,473.5,g
8,False,False,aachen_000071_000019_rF_00008.png,580.5,547.5,448.75,535.0,r
9,False,False,aachen_000071_000019_rF_00009.png,888.5,855.5,472.75,559.0,r
10,False,False,aachen_000071_000019_rF_00010.png,692.5,659.5,476.75,563.0,r
11,False,False,aachen_000071_000019_rF_00011.png,288.5,255.5,528.75,615.0,r
12,False,False,aachen_000071_000019_gF_00012.png,728.5,695.5,173.0,259.25,g
13,False,False,aachen_000071_000019_rF_00013.png,699.25,660.75,466.875,567.5,r
14,False,False,aachen_000071_000019_rF_00014.png,891.25,852.75,466.875,567.5,r
0,False,False,aachen_000072_000019_rF_00000.png,1185.0,1163.0,396.5,454.0,r
1,False,False,aachen_000072_000019_rF_00001.png,1013.0,991.0,454.5,512.0,r
2,False,False,aachen_000072_000019_rF_00002.png,1116.5,1083.5,452.75,539.0,r
3,False,True,aachen_000072_000019_gi_00003.png,1205.0,1183.0,338.0,395.5,g
4,False,False,aachen_000072_000019_rF_00004.png,1020.5,987.5,448.75,535.0,r
0,False,False,aachen_000074_000019_rF_00000.png,417.0,395.0,414.5,472.0,r
1,False,False,aachen_000074_000019_rF_00001.png,560.5,527.5,412.75,499.0,r
2,False,False,aachen_000074_000019_rF_00002.png,1543.0,1521.0,450.5,508.0,r
3,False,False,aachen_000074_000019_rF_00003.png,1625.0,1603.0,450.5,508.0,r
4,False,False,aachen_000074_000019_gF_00004.png,1347.0,1325.0,288.0,345.5,g
5,False,False,aachen_000074_000019_gF_00005.png,1625.0,1603.0,416.0,473.5,g
0,False,False,aachen_000080_000019_gF_00000.png,2020.5,1987.5,153.0,239.25,g
0,False,True,aachen_000081_000019_ri_00000.png,1313.0,1291.0,334.5,392.0,r
1,False,False,aachen_000081_000019_rF_00001.png,683.0,661.0,342.5,400.0,r
2,False,False,aachen_000081_000019_rF_00002.png,1391.0,1369.0,400.5,458.0,r
3,False,False,aachen_000081_000019_rF_00003.png,1669.0,1647.0,432.5,490.0,r
4,False,False,aachen_000081_000019_rF_00004.png,1671.0,1649.0,460.5,518.0,r
5,False,False,aachen_000081_000019_rF_00005.png,1757.0,1735.0,566.5,624.0,r
6,False,False,aachen_000081_000019_rF_00006.png,1780.625,1739.375,529.9375,637.75,r
0,True,False,aachen_000084_000019_rT_00000.png,1519.0,1497.0,250.5,308.0,r
1,False,True,aachen_000084_000019_ri_00001.png,293.0,271.0,258.5,316.0,r
2,False,False,aachen_000084_000019_rF_00002.png,1709.0,1687.0,294.5,352.0,r
3,False,False,aachen_000084_000019_rF_00003.png,208.5,175.5,468.75,555.0,r
4,False,False,aachen_000084_000019_rF_00004.png,1275.0,1253.0,510.5,568.0,r
5,False,False,aachen_000084_000019_rF_00005.png,1284.5,1251.5,1008.75,1095.0,r
6,False,False,aachen_000084_000019_gF_00006.png,1299.0,1277.0,448.0,505.5,g
7,False,False,aachen_000084_000019_gF_00007.png,1501.0,1479.0,456.0,513.5,g
8,False,False,aachen_000084_000019_gF_00008.png,1281.0,1259.0,466.0,523.5,g
9,False,False,aachen_000084_000019_rF_00009.png,1712.5,1679.5,288.75,375.0,r
10,False,False,aachen_000084_000019_rF_00010.png,1291.25,1252.75,490.875,591.5,r
11,False,False,aachen_000084_000019_rF_00011.png,1515.25,1476.75,498.875,599.5,r
0,False,False,aachen_000103_000019_rF_00000.png,695.0,673.0,284.5,342.0,r
1,False,False,aachen_000103_000019_rF_00001.png,1395.0,1373.0,368.5,426.0,r
2,False,False,aachen_000103_000019_rF_00002.png,1319.0,1297.0,370.5,428.0,r
3,False,False,aachen_000103_000019_rF_00003.png,1859.0,1837.0,508.5,566.0,r
4,False,False,aachen_000103_000019_gF_00004.png,307.0,285.0,24.0,81.5,g
5,False,False,aachen_000103_000019_gF_00005.png,329.0,307.0,200.0,257.5,g
6,False,False,aachen_000103_000019_gF_00006.png,307.0,285.0,232.0,289.5,g
7,False,False,aachen_000103_000019_gF_00007.png,331.0,309.0,232.0,289.5,g
8,False,False,aachen_000103_000019_gF_00008.png,431.0,409.0,344.0,401.5,g
9,False,False,aachen_000103_000019_gF_00009.png,320.5,287.5,0.0,83.25,g
0,False,True,aachen_000105_000019_ri_00000.png,1999.0,1977.0,320.5,378.0,r
1,False,False,aachen_000105_000019_rF_00001.png,1681.0,1659.0,370.5,428.0,r
2,False,False,aachen_000105_000019_rF_00002.png,947.0,925.0,378.5,436.0,r
3,False,False,aachen_000105_000019_rF_00003.png,853.0,831.0,442.5,500.0,r
4,False,False,aachen_000105_000019_rF_00004.png,1013.0,991.0,442.5,500.0,r
5,False,False,aachen_000105_000019_rF_00005.png,1475.0,1453.0,460.5,518.0,r
6,False,False,aachen_000105_000019_gF_00006.png,1393.0,1371.0,0.0,13.5,g
7,False,False,aachen_000105_000019_gF_00007.png,867.0,845.0,200.0,257.5,g
8,False,False,aachen_000105_000019_gF_00008.png,789.0,767.0,202.0,259.5,g
9,False,False,aachen_000105_000019_gF_00009.png,769.0,747.0,214.0,271.5,g
10,True,False,aachen_000105_000019_gT_00010.png,523.0,501.0,248.0,305.5,g
11,False,False,aachen_000105_000019_rF_00011.png,884.5,851.5,264.75,351.0,r
12,False,False,aachen_000105_000019_rF_00012.png,948.5,915.5,376.75,463.0,r
13,False,False,aachen_000105_000019_rF_00013.png,1020.5,987.5,432.75,519.0,r
14,False,False,aachen_000105_000019_rF_00014.png,1484.5,1451.5,460.75,547.0,r
15,True,False,aachen_000105_000019_gT_00015.png,532.5,499.5,225.0,311.25,g
16,False,False,aachen_000105_000019_rF_00016.png,867.25,828.75,258.875,359.5,r
0,True,False,aachen_000115_000019_rT_00000.png,1901.0,1879.0,110.5,168.0,r
1,False,False,aachen_000115_000019_rF_00001.png,1755.0,1733.0,294.5,352.0,r
2,False,False,aachen_000115_000019_rF_00002.png,421.0,399.0,310.5,368.0,r
3,False,False,aachen_000115_000019_rF_00003.png,401.0,379.0,314.5,372.0,r
4,False,False,aachen_000115_000019_rF_00004.png,331.0,309.0,414.5,472.0,r
5,False,False,aachen_000115_000019_rF_00005.png,1473.0,1451.0,502.5,560.0,r
6,False,False,aachen_000115_000019_rF_00006.png,1063.0,1041.0,508.5,566.0,r
7,False,False,aachen_000115_000019_rF_00007.png,1477.0,1455.0,544.5,602.0,r
8,False,False,aachen_000115_000019_rF_00008.png,1059.0,1037.0,550.5,608.0,r
9,False,False,aachen_000115_000019_rF_00009.png,1076.5,1043.5,1000.75,1087.0,r
10,True,False,aachen_000115_000019_rT_00010.png,1908.5,1875.5,112.75,199.0,r
11,False,False,aachen_000115_000019_rF_00011.png,1764.5,1731.5,288.75,375.0,r
12,False,False,aachen_000115_000019_rF_00012.png,1092.5,1059.5,408.75,495.0,r
13,False,False,aachen_000115_000019_rF_00013.png,1480.5,1447.5,492.75,579.0,r
14,False,False,aachen_000115_000019_rF_00014.png,1072.5,1039.5,500.75,587.0,r
15,False,False,aachen_000115_000019_rF_00015.png,1484.5,1451.5,536.75,623.0,r
16,False,False,aachen_000115_000019_rF_00016.png,1068.5,1035.5,540.75,627.0,r
17,False,False,aachen_000115_000019_gF_00017.png,1080.5,1047.5,405.0,491.25,g
18,False,False,aachen_000115_000019_rF_00018.png,1491.25,1452.75,538.875,639.5,r
0,True,False,aachen_000116_000019_rT_00000.png,1471.0,1449.0,322.5,380.0,r
1,False,False,aachen_000116_000019_rF_00001.png,1433.0,1411.0,326.5,384.0,r
2,False,False,aachen_000116_000019_rF_00002.png,353.0,331.0,480.5,538.0,r
0,False,False,aachen_000120_000019_rF_00000.png,943.0,921.0,476.5,534.0,r
1,False,False,aachen_000120_000019_rF_00001.png,1084.5,1051.5,472.75,559.0,r
2,False,False,aachen_000120_000019_rF_00002.png,1087.0,1065.0,1012.5,1070.0,r
3,False,False,aachen_000120_000019_rF_00003.png,948.5,915.5,468.75,555.0,r
0,False,True,aachen_000122_000019_ri_00000.png,1007.0,985.0,236.5,294.0,r
1,False,True,aachen_000122_000019_ri_00001.png,1153.0,1131.0,350.5,408.0,r
2,False,True,aachen_000122_000019_ri_00002.png,533.0,511.0,356.5,414.0,r
3,False,False,aachen_000122_000019_rF_00003.png,757.0,735.0,402.5,460.0,r
4,False,False,aachen_000122_000019_rF_00004.png,903.0,881.0,432.5,490.0,r
5,False,False,aachen_000122_000019_rF_00005.png,1653.0,1631.0,438.5,496.0,r
6,False,False,aachen_000122_000019_rF_00006.png,853.0,831.0,454.5,512.0,r
7,False,False,aachen_000122_000019_rF_00007.png,1075.0,1053.0,462.5,520.0,r
8,False,False,aachen_000122_000019_rF_00008.png,1699.0,1677.0,466.5,524.0,r
0,False,False,aachen_000127_000019_rF_00000.png,1587.0,1565.0,16.5,74.0,r
1,False,False,aachen_000127_000019_rF_00001.png,1341.0,1319.0,268.5,326.0,r
2,False,False,aachen_000127_000019_rF_00002.png,667.0,645.0,342.5,400.0,r
3,False,False,aachen_000127_000019_rF_00003.png,801.0,779.0,392.5,450.0,r
4,False,False,aachen_000127_000019_rF_00004.png,839.0,817.0,394.5,452.0,r
5,False,True,aachen_000127_000019_gi_00005.png,679.0,657.0,0.0,47.5,g
6,False,True,aachen_000127_000019_gi_00006.png,267.0,245.0,228.0,285.5,g
7,False,False,aachen_000127_000019_gF_00007.png,475.0,453.0,416.0,473.5,g
8,False,False,aachen_000127_000019_gF_00008.png,681.0,659.0,444.0,501.5,g
9,True,False,aachen_000127_000019_rT_00009.png,684.5,651.5,28.75,115.0,r
10,False,False,aachen_000127_000019_rF_00010.png,1348.5,1315.5,268.75,355.0,r
0,False,False,aachen_000128_000019_rF_00000.png,1003.0,981.0,280.5,338.0,r
1,False,False,aachen_000128_000019_rF_00001.png,1271.0,1249.0,374.5,432.0,r
2,False,False,aachen_000128_000019_rF_00002.png,925.0,903.0,380.5,438.0,r
3,False,False,aachen_000128_000019_rF_00003.png,1017.0,995.0,404.5,462.0,r
4,False,False,aachen_000128_000019_rF_00004.png,847.0,825.0,406.5,464.0,r
5,False,False,aachen_000128_000019_rF_00005.png,945.0,923.0,410.5,468.0,r
6,False,False,aachen_000128_000019_rF_00006.png,921.0,899.0,428.5,486.0,r
7,False,False,aachen_000128_000019_rF_00007.png,1885.0,1863.0,444.5,502.0,r
0,False,False,aachen_000131_000019_rF_00000.png,679.0,657.0,360.5,418.0,r
1,False,False,aachen_000131_000019_rF_00001.png,593.0,571.0,398.5,456.0,r
2,False,False,aachen_000131_000019_rF_00002.png,921.0,899.0,422.5,480.0,r
3,False,False,aachen_000131_000019_rF_00003.png,895.0,873.0,424.5,482.0,r
4,False,False,aachen_000131_000019_rF_00004.png,1107.0,1085.0,440.5,498.0,r
5,False,False,aachen_000131_000019_rF_00005.png,1655.0,1633.0,444.5,502.0,r
6,False,False,aachen_000131_000019_rF_00006.png,1241.0,1219.0,448.5,506.0,r
7,False,False,aachen_000131_000019_rF_00007.png,1171.0,1149.0,452.5,510.0,r
8,False,False,aachen_000131_000019_rF_00008.png,1073.0,1051.0,456.5,514.0,r
9,False,False,aachen_000131_000019_rF_00009.png,1211.0,1189.0,466.5,524.0,r
10,False,False,aachen_000131_000019_rF_00010.png,1325.0,1303.0,480.5,538.0,r
11,False,False,aachen_000131_000019_rF_00011.png,1495.0,1473.0,482.5,540.0,r
12,False,False,aachen_000131_000019_gF_00012.png,951.0,929.0,200.0,257.5,g
13,False,True,aachen_000131_000019_gi_00013.png,1089.0,1067.0,328.0,385.5,g
14,False,True,aachen_000131_000019_gi_00014.png,689.0,667.0,342.0,399.5,g
15,False,False,aachen_000131_000019_rF_00015.png,1172.5,1139.5,448.75,535.0,r
16,False,False,aachen_000131_000019_rF_00016.png,1244.5,1211.5,448.75,535.0,r
0,False,False,aachen_000138_000019_rF_00000.png,1017.0,995.0,324.5,382.0,r
1,False,False,aachen_000138_000019_rF_00001.png,1805.0,1783.0,442.5,500.0,r
2,False,False,aachen_000138_000019_rF_00002.png,1861.0,1839.0,528.5,586.0,r
3,False,False,aachen_000138_000019_rF_00003.png,1929.0,1907.0,550.5,608.0,r
4,False,False,aachen_000138_000019_gF_00004.png,891.0,869.0,234.0,291.5,g
5,False,False,aachen_000138_000019_gF_00005.png,919.0,897.0,236.0,293.5,g
6,False,False,aachen_000138_000019_gF_00006.png,1399.0,1377.0,250.0,307.5,g
7,False,False,aachen_000138_000019_gF_00007.png,1417.0,1395.0,250.0,307.5,g
8,False,False,aachen_000138_000019_gF_00008.png,711.0,689.0,344.0,401.5,g
9,False,False,aachen_000138_000019_gF_00009.png,1965.0,1943.0,418.0,475.5,g
10,False,False,aachen_000138_000019_gF_00010.png,1759.0,1737.0,426.0,483.5,g
11,False,False,aachen_000138_000019_gF_00011.png,1463.0,1441.0,444.0,501.5,g
12,False,False,aachen_000138_000019_gF_00012.png,1757.0,1735.0,462.0,519.5,g
13,False,False,aachen_000138_000019_rF_00013.png,1896.5,1863.5,412.75,499.0,r
14,False,False,aachen_000138_000019_rF_00014.png,1876.5,1843.5,520.75,607.0,r
15,False,False,aachen_000138_000019_gF_00015.png,1472.5,1439.5,401.0,487.25,g
16,False,False,aachen_000138_000019_gF_00016.png,1752.5,1719.5,413.0,499.25,g
17,False,False,aachen_000138_000019_rF_00017.png,1411.25,1372.75,290.875,391.5,r
18,False,False,aachen_000138_000019_rF_00018.png,1467.25,1428.75,466.875,567.5,r
0,False,False,aachen_000139_000019_rF_00000.png,2015.0,1993.0,402.5,460.0,r
1,False,False,aachen_000139_000019_rF_00001.png,2013.0,1991.0,424.5,482.0,r
0,False,False,aachen_000141_000019_rF_00000.png,77.0,55.0,212.5,270.0,r
1,True,False,aachen_000141_000019_rT_00001.png,76.5,43.5,204.75,291.0,r
0,False,False,aachen_000143_000019_rF_00000.png,2019.0,1997.0,318.5,376.0,r
1,False,False,aachen_000143_000019_rF_00001.png,493.0,471.0,552.5,610.0,r
2,False,False,aachen_000143_000019_rF_00002.png,375.0,353.0,556.5,614.0,r
3,False,False,aachen_000143_000019_rF_00003.png,496.5,463.5,544.75,631.0,r
4,False,False,aachen_000143_000019_rF_00004.png,380.5,347.5,548.75,635.0,r
0,False,False,aachen_000144_000019_rF_00000.png,1231.0,1209.0,392.5,450.0,r
1,False,False,aachen_000144_000019_rF_00001.png,1099.0,1077.0,442.5,500.0,r
2,False,False,aachen_000144_000019_rF_00002.png,1055.0,1033.0,444.5,502.0,r
3,False,False,aachen_000144_000019_gF_00003.png,1544.5,1511.5,105.0,191.25,g
0,False,False,aachen_000150_000019_rF_00000.png,761.0,739.0,398.5,456.0,r
1,False,False,aachen_000150_000019_rF_00001.png,785.0,763.0,412.5,470.0,r
2,False,False,aachen_000150_000019_rF_00002.png,823.0,801.0,412.5,470.0,r
3,False,False,aachen_000150_000019_gF_00003.png,175.0,153.0,0.0,11.5,g
4,False,False,aachen_000150_000019_gF_00004.png,173.0,151.0,0.0,45.5,g
0,False,False,aachen_000151_000019_rF_00000.png,1043.0,1021.0,414.5,472.0,r
1,False,False,aachen_000151_000019_rF_00001.png,1089.0,1067.0,414.5,472.0,r
0,True,False,aachen_000170_000019_rT_00000.png,1567.0,1545.0,216.5,274.0,r
1,True,False,aachen_000170_000019_rT_00001.png,1589.0,1567.0,226.5,284.0,r
2,False,False,aachen_000170_000019_rF_00002.png,921.0,899.0,374.5,432.0,r
3,False,False,aachen_000170_000019_rF_00003.png,1021.0,999.0,470.5,528.0,r
4,False,False,aachen_000170_000019_rF_00004.png,1229.0,1207.0,478.5,536.0,r
5,False,False,aachen_000170_000019_rF_00005.png,1039.0,1017.0,600.5,658.0,r
6,False,False,aachen_000170_000019_rF_00006.png,1197.0,1175.0,606.5,664.0,r
7,True,False,aachen_000170_000019_gT_00007.png,309.0,287.0,246.0,303.5,g
8,False,True,aachen_000170_000019_gi_00008.png,1337.0,1315.0,286.0,343.5,g
9,False,False,aachen_000170_000019_gF_00009.png,1029.0,1007.0,404.0,461.5,g
10,False,False,aachen_000170_000019_gF_00010.png,1229.0,1207.0,428.0,485.5,g
11,False,False,aachen_000170_000019_rF_00011.png,1236.5,1203.5,468.75,555.0,r
12,False,False,aachen_000170_000019_rF_00012.png,1200.5,1167.5,604.75,691.0,r
13,False,False,aachen_000170_000019_rF_00013.png,1027.25,988.75,450.875,551.5,r
0,False,False,aachen_000172_000019_rF_00000.png,1087.0,1065.0,236.5,294.0,r
1,False,False,aachen_000172_000019_rF_00001.png,683.0,661.0,336.5,394.0,r
2,False,False,aachen_000172_000019_rF_00002.png,733.0,711.0,370.5,428.0,r
3,False,False,aachen_000172_000019_rF_00003.png,881.0,859.0,402.5,460.0,r
4,False,False,aachen_000172_000019_rF_00004.png,1377.0,1355.0,414.5,472.0,r
5,False,False,aachen_000172_000019_rF_00005.png,811.0,789.0,428.5,486.0,r
6,False,False,aachen_000172_000019_rF_00006.png,1160.5,1127.5,440.75,527.0,r
7,False,False,aachen_000172_000019_rF_00007.png,851.0,829.0,494.5,552.0,r
8,False,False,aachen_000172_000019_rF_00008.png,840.5,807.5,440.75,527.0,r
9,False,False,aachen_000172_000019_rF_00009.png,532.5,499.5,480.75,567.0,r
0,False,False,bochum_000000_000313_rF_00000.png,1375.0,1353.0,0.0,56.0,r
1,False,False,bochum_000000_000313_rF_00001.png,1435.0,1413.0,0.0,56.0,r
2,False,False,bochum_000000_000313_rF_00002.png,1943.0,1921.0,0.0,56.0,r
3,False,False,bochum_000000_000313_rF_00003.png,1987.0,1965.0,0.0,56.0,r
4,False,False,bochum_000000_000313_rF_00004.png,1517.0,1495.0,294.5,352.0,r
5,False,False,bochum_000000_000313_rF_00005.png,1539.0,1517.0,294.5,352.0,r
6,False,False,bochum_000000_000313_rF_00006.png,1853.0,1831.0,304.5,362.0,r
7,False,False,bochum_000000_000313_rF_00007.png,1879.0,1857.0,304.5,362.0,r
8,False,False,bochum_000000_000313_rF_00008.png,1879.0,1857.0,324.5,382.0,r
9,False,False,bochum_000000_000313_rF_00009.png,1539.0,1517.0,340.5,398.0,r
10,False,False,bochum_000000_000313_rF_00010.png,1877.0,1855.0,356.5,414.0,r
